Year,Category,Concordance,Film,Film_Original,Country,Nominee,Won,Role,Adapted from,Character
2024,"Outstanding Debut by a British Writer, Director or Producer",,Santosh,,,Balthazar de Ganay,FALSE,Producer,,
2024,"Outstanding Debut by a British Writer, Director or Producer",,Sister Midnight,,,Karan Kandhari,FALSE,Director,,
2024,"Outstanding Debut by a British Writer, Director or Producer",,Sister Midnight,,,Karan Kandhari,FALSE,Writer,,
2023,Best Actor in a Leading Role,Actor in a Leading Role,Rustin,,,Colman Domingo,FALSE,,,Bayard Rustin
2023,Best Actor in a Leading Role,Actor in a Leading Role,The Holdovers,,,Paul Giamatti,FALSE,,,Paul Hunham
2023,Best Actor in a Leading Role,Actor in a Leading Role,Oppenheimer,,,Cillian Murphy,TRUE,,,J. Robert Oppenheimer
2023,Best Actor in a Leading Role,Actor in a Leading Role,Maestro,,,Bradley Cooper,FALSE,,,Leonard Bernstein
2023,Best Actor in a Leading Role,Actor in a Leading Role,Past Lives,,,Teo Yoo,FALSE,,,Hae Sung
2023,Best Actor in a Leading Role,Actor in a Leading Role,Saltburn,,,Barry Keoghan,FALSE,,,Oliver Quick
2023,Best Actor in a Supporting Role,Actor in a Supporting Role,Saltburn,,,Jacob Elordi,FALSE,,,Felix Catton
2023,Best Actor in a Supporting Role,Actor in a Supporting Role,Barbie,,,Ryan Gosling,FALSE,,,Ken
2023,Best Actor in a Supporting Role,Actor in a Supporting Role,All of Us Strangers,,,Paul Mescal,FALSE,,,Harry
2023,Best Actor in a Supporting Role,Actor in a Supporting Role,The Holdovers,,,Dominic Sessa,FALSE,,,Angus Tully
2023,Best Actor in a Supporting Role,Actor in a Supporting Role,Oppenheimer,,,Robert Downey Jr.,TRUE,,,Lewis Strauss
2023,Best Actor in a Supporting Role,Actor in a Supporting Role,Killers of the Flower Moon,,,Robert De Niro,FALSE,,,William King Hale
2023,Best Actress in a Leading Role,Actress in a Leading Role,Anatomy of a Fall,,,Sandra Hüller,FALSE,,,Sandra Voyter
2023,Best Actress in a Leading Role,Actress in a Leading Role,Maestro,,,Carey Mulligan,FALSE,,,Felicia Montealegre
2023,Best Actress in a Leading Role,Actress in a Leading Role,Rye Lane,,,Vivian Oparah,FALSE,,,Yas
2023,Best Actress in a Leading Role,Actress in a Leading Role,Barbie,,,Margot Robbie,FALSE,,,Barbie
2023,Best Actress in a Leading Role,Actress in a Leading Role,Poor Things,,,Emma Stone,TRUE,,,Bella Baxter
2023,Best Actress in a Leading Role,Actress in a Leading Role,The Color Purple,,,Fantasia Barrino,FALSE,,,Celie Harris-Johnson
2023,Best Actress in a Supporting Role,Actress in a Supporting Role,The Zone of Interest,,,Sandra Hüller,FALSE,,,Hedwig Höss
2023,Best Actress in a Supporting Role,Actress in a Supporting Role,Oppenheimer,,,Emily Blunt,FALSE,,,Kitty Oppenheimer
2023,Best Actress in a Supporting Role,Actress in a Supporting Role,All of Us Strangers,,,Claire Foy,FALSE,,,Mum
2023,Best Actress in a Supporting Role,Actress in a Supporting Role,Saltburn,,,Rosamund Pike,FALSE,,,Lady Elspeth Catton
2023,Best Actress in a Supporting Role,Actress in a Supporting Role,The Holdovers,,,Da'Vine Joy Randolph,TRUE,,,Mary Lamb
2023,Best Actress in a Supporting Role,Actress in a Supporting Role,The Color Purple,,,Danielle Brooks,FALSE,,,Sofia
2023,Best Adapted Screenplay,Screenplay (Adapted),Oppenheimer,,,Christopher Nolan,FALSE,,,
2023,Best Adapted Screenplay,Screenplay (Adapted),American Fiction,,,Cord Jefferson,TRUE,,,
2023,Best Adapted Screenplay,Screenplay (Adapted),Poor Things,,,Tony McNamara,FALSE,,,
2023,Best Adapted Screenplay,Screenplay (Adapted),The Zone of Interest,,,Jonathan Glazer,FALSE,,,
2023,Best Adapted Screenplay,Screenplay (Adapted),All of Us Strangers,,,Andrew Haigh,FALSE,,,
2023,Best Animated Film,Animated Feature-Length Film,Chicken Run: Dawn of the Nugget,,,Leyla Hobart,FALSE,,,
2023,Best Animated Film,Animated Feature-Length Film,Spider-Man: Across the Spider-Verse,,,Joaquim Dos Santos,FALSE,,,
2023,Best Animated Film,Animated Feature-Length Film,Chicken Run: Dawn of the Nugget,,,Steve Pegram,FALSE,,,
2023,Best Animated Film,Animated Feature-Length Film,Elemental,,,Peter Sohn,FALSE,,,
2023,Best Animated Film,Animated Feature-Length Film,Elemental,,,Denise Ream,FALSE,,,
2023,Best Animated Film,Animated Feature-Length Film,The Boy and the Heron,,,Toshio Suzuki,TRUE,,,
2023,Best Animated Film,Animated Feature-Length Film,Chicken Run: Dawn of the Nugget,,,Sam Fell,FALSE,,,
2023,Best Animated Film,Animated Feature-Length Film,Spider-Man: Across the Spider-Verse,,,Kemp Powers,FALSE,,,
2023,Best Animated Film,Animated Feature-Length Film,Spider-Man: Across the Spider-Verse,,,Christina Steinberg,FALSE,,,
2023,Best Animated Film,Animated Feature-Length Film,Spider-Man: Across the Spider-Verse,,,Avi Arad,FALSE,,,
2023,Best Animated Film,Animated Feature-Length Film,Spider-Man: Across the Spider-Verse,,,Phil Lord,FALSE,,,
2023,Best Animated Film,Animated Feature-Length Film,Spider-Man: Across the Spider-Verse,,,Christopher Miller,FALSE,,,
2023,Best Animated Film,Animated Feature-Length Film,Spider-Man: Across the Spider-Verse,,,Amy Pascal,FALSE,,,
2023,Best Animated Film,Animated Feature-Length Film,The Boy and the Heron,,,Hayao Miyazaki,TRUE,,,
2023,Best Animated Film,Animated Feature-Length Film,Spider-Man: Across the Spider-Verse,,,Justin K. Thompson,FALSE,,,
2023,Best British Short Animation,,Crab Day,,,Bartosz Stanislawek,TRUE,,,
2023,Best British Short Animation,,Crab Day,,,Aleksandra Sykulak,TRUE,,,
2023,Best British Short Animation,,Visible Mending,,,Samantha Moore,FALSE,,,
2023,Best British Short Animation,,Visible Mending,,,Tilley Bancroft,FALSE,,,
2023,Best British Short Animation,,Wild Summon,,,Karni Arieli,FALSE,,,
2023,Best British Short Animation,,Wild Summon,,,Saul Freed,FALSE,,,
2023,Best British Short Animation,,Wild Summon,,,Jay Woolley,FALSE,,,
2023,Best British Short Animation,,Crab Day,,,Ross Stringer,TRUE,,,
2023,Best British Short Film,,Yellow,,,Azeem Bhati,FALSE,,,
2023,Best British Short Film,,Yellow,,,Yiannis Manolopoulos,FALSE,,,
2023,Best British Short Film,,Festival of Slaps,,,Abdou Cissé,FALSE,,,
2023,Best British Short Film,,Festival of Slaps,,,Cheri Darbon,FALSE,,,
2023,Best British Short Film,,Festival of Slaps,,,George Telfer,FALSE,,,
2023,Best British Short Film,,Gorka,,,Joe Weiland,FALSE,,,
2023,Best British Short Film,,Gorka,,,Alex Jefferson,FALSE,,,
2023,Best British Short Film,,Jellyfish and Lobster,,,Yasmin Afifi,TRUE,,,
2023,Best British Short Film,,Jellyfish and Lobster,,,Elizabeth Rufai,TRUE,,,
2023,Best British Short Film,,Yellow,,,Dina Mousawi,FALSE,,,
2023,Best British Short Film,,Such a Lovely Day,,,Kate Phibbs,FALSE,,,
2023,Best British Short Film,,Such a Lovely Day,,,Simon Woods,FALSE,,,
2023,Best British Short Film,,Such a Lovely Day,,,Polly Stokes,FALSE,,,
2023,Best British Short Film,,Such a Lovely Day,,,Emma Norton,FALSE,,,
2023,Best British Short Film,,Yellow,,,Elham Ehsas,FALSE,,,
2023,Best Casting,,Killers of the Flower Moon,,,Ellen Lewis,FALSE,,,
2023,Best Casting,,All of Us Strangers,,,Kahleen Crawford,FALSE,,,
2023,Best Casting,,The Holdovers,,,Susan Shopmaker,TRUE,,,
2023,Best Casting,,Killers of the Flower Moon,,,Rene Haynes,FALSE,,,
2023,Best Casting,,Anatomy of a Fall,,,Cynthia Arra,FALSE,,,
2023,Best Casting,,How to Have Sex,,,Isabella Odoffin,FALSE,,,
2023,Best Cinematography,Cinematography,Killers of the Flower Moon,,,Rodrigo Prieto,FALSE,,,
2023,Best Cinematography,Cinematography,Oppenheimer,,,Hoyte van Hoytema,TRUE,,,
2023,Best Cinematography,Cinematography,Poor Things,,,Robbie Ryan,FALSE,,,
2023,Best Cinematography,Cinematography,Maestro,,,Matthew Libatique,FALSE,,,
2023,Best Cinematography,Cinematography,The Zone of Interest,,,Łukasz Żal,FALSE,,,
2023,Best Costume Design,Costuming,Killers of the Flower Moon,,,Jacqueline West,FALSE,,,
2023,Best Costume Design,Costuming,Napoleon,,,David Crossman,FALSE,,,
2023,Best Costume Design,Costuming,Napoleon,,,Janty Yates,FALSE,,,
2023,Best Costume Design,Costuming,Oppenheimer,,,Ellen Mirojnick,FALSE,,,
2023,Best Costume Design,Costuming,Poor Things,,,Holly Waddington,TRUE,,,
2023,Best Costume Design,Costuming,Barbie,,,Jacqueline Durran,FALSE,,,
2023,Best Director,Directing,Maestro,,,Bradley Cooper,FALSE,,,
2023,Best Director,Directing,The Zone of Interest,,,Jonathan Glazer,FALSE,,,
2023,Best Director,Directing,All of Us Strangers,,,Andrew Haigh,FALSE,,,
2023,Best Director,Directing,Oppenheimer,,,Christopher Nolan,TRUE,,,
2023,Best Director,Directing,The Holdovers,,,Alexander Payne,FALSE,,,
2023,Best Director,Directing,Anatomy of a Fall,,,Justine Triet,FALSE,,,
2023,Best Documentary,Documentary Film,American Symphony,,,Matthew Heineman,FALSE,,,
2023,Best Documentary,Documentary Film,American Symphony,,,Lauren Domino,FALSE,,,
2023,Best Documentary,Documentary Film,American Symphony,,,Joedan Okun,FALSE,,,
2023,Best Documentary,Documentary Film,Beyond Utopia,,,Madeleine Gavin,FALSE,,,
2023,Best Documentary,Documentary Film,20 Days in Mariupol,,,Raney Aronson-Rath,TRUE,,,
2023,Best Documentary,Documentary Film,Still: A Michael J. Fox Movie,,,Jonathan King,FALSE,,,
2023,Best Documentary,Documentary Film,Beyond Utopia,,,Rachel Cohen,FALSE,,,
2023,Best Documentary,Documentary Film,20 Days in Mariupol,,,Mstyslav Chernov,TRUE,,,
2023,Best Documentary,Documentary Film,Still: A Michael J. Fox Movie,,,Davis Guggenheim,FALSE,,,
2023,Best Documentary,Documentary Film,Still: A Michael J. Fox Movie,,,Annetta Marion,FALSE,,,
2023,Best Documentary,Documentary Film,Wham!,,,Chris Smith,FALSE,,,
2023,Best Documentary,Documentary Film,Beyond Utopia,,,Jana Edelbaum,FALSE,,,
2023,Best Editing,Film Editing,Killers of the Flower Moon,,,Thelma Schoonmaker,FALSE,,,
2023,Best Editing,Film Editing,Oppenheimer,,,Jennifer Lame,TRUE,,,
2023,Best Editing,Film Editing,Poor Things,,,Yorgos Mavropsaridis,FALSE,,,
2023,Best Editing,Film Editing,Anatomy of a Fall,,,Laurent Sénéchal,FALSE,,,
2023,Best Editing,Film Editing,The Zone of Interest,,,Paul Watts,FALSE,,,
2023,Best Film,Live-Action Feature-Length Film,Oppenheimer,,,Christopher Nolan,TRUE,,,
2023,Best Film,Live-Action Feature-Length Film,Oppenheimer,,,Charles Roven,TRUE,,,
2023,Best Film,Live-Action Feature-Length Film,Oppenheimer,,,Emma Thomas,TRUE,,,
2023,Best Film,Live-Action Feature-Length Film,Poor Things,,,Ed Guiney,FALSE,,,
2023,Best Film,Live-Action Feature-Length Film,Killers of the Flower Moon,,,Bradley Thomas,FALSE,,,
2023,Best Film,Live-Action Feature-Length Film,Poor Things,,,Yorgos Lanthimos,FALSE,,,
2023,Best Film,Live-Action Feature-Length Film,Anatomy of a Fall,,,Marie-Ange Luciani,FALSE,,,
2023,Best Film,Live-Action Feature-Length Film,Poor Things,,,Emma Stone,FALSE,,,
2023,Best Film,Live-Action Feature-Length Film,Anatomy of a Fall,,,David Thion,FALSE,,,
2023,Best Film,Live-Action Feature-Length Film,The Holdovers,,,Mark Johnson,FALSE,,,
2023,Best Film,Live-Action Feature-Length Film,Killers of the Flower Moon,,,Dan Friedkin,FALSE,,,
2023,Best Film,Live-Action Feature-Length Film,Killers of the Flower Moon,,,Daniel Lupi,FALSE,,,
2023,Best Film,Live-Action Feature-Length Film,Killers of the Flower Moon,,,Martin Scorsese,FALSE,,,
2023,Best Film,Live-Action Feature-Length Film,Poor Things,,,Andrew Lowe,FALSE,,,
2023,Best Film Not in the English Language,International Feature-Length Film,Anatomy of a Fall,,,Justine Triet,FALSE,,,
2023,Best Film Not in the English Language,International Feature-Length Film,Past Lives,,,David Hinojosa,FALSE,,,
2023,Best Film Not in the English Language,International Feature-Length Film,Anatomy of a Fall,,,Marie-Ange Luciani,FALSE,,,
2023,Best Film Not in the English Language,International Feature-Length Film,Anatomy of a Fall,,,David Thion,FALSE,,,
2023,Best Film Not in the English Language,International Feature-Length Film,Past Lives,,,Celine Song,FALSE,,,
2023,Best Film Not in the English Language,International Feature-Length Film,20 Days in Mariupol,,,Raney Aronson-Rath,FALSE,,,
2023,Best Film Not in the English Language,International Feature-Length Film,Society of the Snow,,,Belén Atienza,FALSE,,,
2023,Best Film Not in the English Language,International Feature-Length Film,Past Lives,,,Pamela Koffler,FALSE,,,
2023,Best Film Not in the English Language,International Feature-Length Film,20 Days in Mariupol,,,Mstyslav Chernov,FALSE,,,
2023,Best Film Not in the English Language,International Feature-Length Film,Society of the Snow,,,J. A. Bayona,FALSE,,,
2023,Best Film Not in the English Language,International Feature-Length Film,The Zone of Interest,,,Jonathan Glazer,TRUE,,,
2023,Best Film Not in the English Language,International Feature-Length Film,The Zone of Interest,,,James Wilson,TRUE,,,
2023,Best Film Not in the English Language,International Feature-Length Film,Past Lives,,,Christine Vachon,FALSE,,,
2023,Best Make Up & Hair,Make-Up & Hairstyling,Maestro,,,Siân Grigg,FALSE,,,
2023,Best Make Up & Hair,Make-Up & Hairstyling,Maestro,,,Kay Georgiou,FALSE,,,
2023,Best Make Up & Hair,Make-Up & Hairstyling,Maestro,,,Kazu Hiro,FALSE,,,
2023,Best Make Up & Hair,Make-Up & Hairstyling,Maestro,,,Lori McCoy-Bell,FALSE,,,
2023,Best Make Up & Hair,Make-Up & Hairstyling,Napoleon,,,Jana Carboni,FALSE,,,
2023,Best Make Up & Hair,Make-Up & Hairstyling,Napoleon,,,Francesco Pegoretti,FALSE,,,
2023,Best Make Up & Hair,Make-Up & Hairstyling,Napoleon,,,Satinder Chumber,FALSE,,,
2023,Best Make Up & Hair,Make-Up & Hairstyling,Napoleon,,,Julia Vernon,FALSE,,,
2023,Best Make Up & Hair,Make-Up & Hairstyling,Oppenheimer,,,Luisa Abel,FALSE,,,
2023,Best Make Up & Hair,Make-Up & Hairstyling,Oppenheimer,,,Jaime Leigh McIntosh,FALSE,,,
2023,Best Make Up & Hair,Make-Up & Hairstyling,Oppenheimer,,,Jason Hamer,FALSE,,,
2023,Best Make Up & Hair,Make-Up & Hairstyling,Oppenheimer,,,Ahou Mofid,FALSE,,,
2023,Best Make Up & Hair,Make-Up & Hairstyling,Poor Things,,,Nadia Stacey,TRUE,,,
2023,Best Make Up & Hair,Make-Up & Hairstyling,Poor Things,,,Mark Coulier,TRUE,,,
2023,Best Make Up & Hair,Make-Up & Hairstyling,Killers of the Flower Moon,,,Kay Georgiou,FALSE,,,
2023,Best Make Up & Hair,Make-Up & Hairstyling,Killers of the Flower Moon,,,Thomas Nellen,FALSE,,,
2023,Best Make Up & Hair,Make-Up & Hairstyling,Poor Things,,,Josh Weston,TRUE,,,
2023,Best Original Score,Original Score,Killers of the Flower Moon,,,Robbie Robertson,FALSE,,,
2023,Best Original Score,Original Score,Oppenheimer,,,Ludwig Göransson,TRUE,,,
2023,Best Original Score,Original Score,Poor Things,,,Jerskin Fendrix,FALSE,,,
2023,Best Original Score,Original Score,Saltburn,,,Anthony Willis,FALSE,,,
2023,Best Original Score,Original Score,Spider-Man: Across the Spider-Verse,,,Daniel Pemberton,FALSE,,,
2023,Best Original Screenplay,Screenplay (Original),Barbie,,,Greta Gerwig,FALSE,,,
2023,Best Original Screenplay,Screenplay (Original),Maestro,,,Josh Singer,FALSE,,,
2023,Best Original Screenplay,Screenplay (Original),Barbie,,,Noah Baumbach,FALSE,,,
2023,Best Original Screenplay,Screenplay (Original),The Holdovers,,,David Hemingson,FALSE,,,
2023,Best Original Screenplay,Screenplay (Original),Maestro,,,Bradley Cooper,FALSE,,,
2023,Best Original Screenplay,Screenplay (Original),Anatomy of a Fall,,,Arthur Harari,TRUE,,,
2023,Best Original Screenplay,Screenplay (Original),Past Lives,,,Celine Song,FALSE,,,
2023,Best Original Screenplay,Screenplay (Original),Anatomy of a Fall,,,Justine Triet,TRUE,,,
2023,Best Production Design,Art Direction,Barbie,,,Sarah Greenwood,FALSE,,,
2023,Best Production Design,Art Direction,Barbie,,,Katie Spencer,FALSE,,,
2023,Best Production Design,Art Direction,Killers of the Flower Moon,,,Adam Willis,FALSE,,,
2023,Best Production Design,Art Direction,Oppenheimer,,,Ruth De Jong,FALSE,,,
2023,Best Production Design,Art Direction,Oppenheimer,,,Claire Kaufman,FALSE,,,
2023,Best Production Design,Art Direction,Killers of the Flower Moon,,,Jack Fisk,FALSE,,,
2023,Best Production Design,Art Direction,Poor Things,,,James Price,TRUE,,,
2023,Best Production Design,Art Direction,Poor Things,,,Zsuzsa Mihalek,TRUE,,,
2023,Best Production Design,Art Direction,The Zone of Interest,,,Chris Oddy,FALSE,,,
2023,Best Production Design,Art Direction,The Zone of Interest,,,Joanna Maria Kuś,FALSE,,,
2023,Best Production Design,Art Direction,The Zone of Interest,,,Katarzyna Sikora,FALSE,,,
2023,Best Production Design,Art Direction,Poor Things,,,Shona Heath,TRUE,,,
2023,Best Sound,Sound Mixing,Ferrari,,,Tony Lamberti,FALSE,,,
2023,Best Sound,Sound Mixing,Ferrari,,,Andy Nelson,FALSE,,,
2023,Best Sound,Sound Mixing,Ferrari,,,Lee Orloff,FALSE,,,
2023,Best Sound,Sound Mixing,Ferrari,,,Angelo Bonanni,FALSE,,,
2023,Best Sound,Sound Mixing,Maestro,,,Richard King,FALSE,,,
2023,Best Sound,Sound Mixing,Maestro,,,Steve Morrow,FALSE,,,
2023,Best Sound,Sound Mixing,Maestro,,,Tom Ozanich,FALSE,,,
2023,Best Sound,Sound Mixing,Ferrari,,,Bernard Weiser,FALSE,,,
2023,Best Sound,Sound Mixing,Maestro,,,Dean Zupancic,FALSE,,,
2023,Best Sound,Sound Mixing,Mission: Impossible - Dead Reckoning Part One,,,Chris Burdon,FALSE,,,
2023,Best Sound,Sound Mixing,Mission: Impossible - Dead Reckoning Part One,,,James H. Mather,FALSE,,,
2023,Best Sound,Sound Mixing,Mission: Impossible - Dead Reckoning Part One,,,Chris Munro,FALSE,,,
2023,Best Sound,Sound Mixing,Mission: Impossible - Dead Reckoning Part One,,,Mark Taylor,FALSE,,,
2023,Best Sound,Sound Mixing,Oppenheimer,,,Willie Burton,FALSE,,,
2023,Best Sound,Sound Mixing,Oppenheimer,,,Richard King,FALSE,,,
2023,Best Sound,Sound Mixing,Oppenheimer,,,Kevin O'Connell,FALSE,,,
2023,Best Sound,Sound Mixing,Oppenheimer,,,Gary A. Rizzo,FALSE,,,
2023,Best Sound,Sound Mixing,The Zone of Interest,,,Johnnie Burn,TRUE,,,
2023,Best Sound,Sound Mixing,The Zone of Interest,,,Tarn Willers,TRUE,,,
2023,Best Sound,Sound Mixing,Maestro,,,Jason Ruder,FALSE,,,
2023,Best Special Visual Effects,Effects,The Creator,,,Jonathan Bullock,FALSE,,,
2023,Best Special Visual Effects,Effects,The Creator,,,Ian Comley,FALSE,,,
2023,Best Special Visual Effects,Effects,The Creator,,,Jay Cooper,FALSE,,,
2023,Best Special Visual Effects,Effects,Guardians of the Galaxy Vol. 3,,,Theo Bialek,FALSE,,,
2023,Best Special Visual Effects,Effects,Guardians of the Galaxy Vol. 3,,,Stephane Ceretti,FALSE,,,
2023,Best Special Visual Effects,Effects,Guardians of the Galaxy Vol. 3,,,Alexis Wajsbrot,FALSE,,,
2023,Best Special Visual Effects,Effects,Guardians of the Galaxy Vol. 3,,,Guy Williams,FALSE,,,
2023,Best Special Visual Effects,Effects,Mission: Impossible - Dead Reckoning Part One,,,Neil Corbould,FALSE,,,
2023,Best Special Visual Effects,Effects,Mission: Impossible - Dead Reckoning Part One,,,Simone Coco,FALSE,,,
2023,Best Special Visual Effects,Effects,Mission: Impossible - Dead Reckoning Part One,,,Jeff Sutherland,FALSE,,,
2023,Best Special Visual Effects,Effects,Mission: Impossible - Dead Reckoning Part One,,,Alex Wuttke,FALSE,,,
2023,Best Special Visual Effects,Effects,Napoleon,,,Henry Badgett,FALSE,,,
2023,Best Special Visual Effects,Effects,Napoleon,,,Neil Corbould,FALSE,,,
2023,Best Special Visual Effects,Effects,The Creator,,,Charmaine Chan,FALSE,,,
2023,Best Special Visual Effects,Effects,Napoleon,,,Luc-Ewen Martin-Fenouillet,FALSE,,,
2023,Best Special Visual Effects,Effects,Poor Things,,,Tim Barter,TRUE,,,
2023,Best Special Visual Effects,Effects,Poor Things,,,Simon Hughes,TRUE,,,
2023,Best Special Visual Effects,Effects,Poor Things,,,Dean koonjul,TRUE,,,
2023,Best Special Visual Effects,Effects,Poor Things,,,Jane Paton,TRUE,,,
2023,Best Special Visual Effects,Effects,Napoleon,,,Charley Henley,FALSE,,,
2023,EE Rising Star Award,,,,,Phoebe Dynevor,FALSE,,,
2023,EE Rising Star Award,,,,,Ayo Edebiri,FALSE,,,
2023,EE Rising Star Award,,,,,Jacob Elordi,FALSE,,,
2023,EE Rising Star Award,,,,,Mia McKenna-Bruce,FALSE,,,
2023,EE Rising Star Award,,,,,Sophie Wilde,FALSE,,,
