Year,Category,Film,Won,Nominee,Role,Supervising,Concordance,Country
2016,Sound Effects and Foley for Feature Film,Rogue One: A Star Wars Story,FALSE,Ronni Brown,foley artist,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,Rogue One: A Star Wars Story,FALSE,Ryan J. Frias,foley editor,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,The Jungle Book,FALSE,Andre Fenley,sound effects editor,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,The Jungle Book,FALSE,Christopher Boyes,sound editor,TRUE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,The Jungle Book,FALSE,David Chrastka,sound effects editor,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,The Jungle Book,FALSE,Dee Selby,foley editor,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,The Jungle Book,FALSE,Dennie Thorpe,foley artist,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,The Jungle Book,FALSE,Frank E. Eulner,sound editor,TRUE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,The Jungle Book,FALSE,James Likowski,foley editor,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,The Jungle Book,FALSE,Jana Vance,foley artist,FALSE,Sound Editing,
2016,Sound Effects and Foley for Feature Film,The Jungle Book,FALSE,Ken Fischer,sound effects editor,FALSE,Sound Editing,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Moana,TRUE,Daniel Pinder,music editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Moana,TRUE,Dominick Certo,temp music editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Moana,TRUE,Earl Ghaffari,music editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Moana,TRUE,Jacob Riehle,dialogue editor,TRUE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Moana,TRUE,John Roesch,foley artist,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Moana,TRUE,Jonathan Borland,sound effects editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Moana,TRUE,Lee Gilmore,sound effects editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Moana,TRUE,Matthew Harrison,foley editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Moana,TRUE,Pascal Garneau,sound effects editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Moana,TRUE,Shelley Roden,foley artist,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Moana,TRUE,Thom Brennan,foley editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Moana,TRUE,Tim Nielsen,sound editor,TRUE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Moana,TRUE,Tommy Holmes,temp music editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Finding Dory,FALSE,Bill Bernstein,music editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Finding Dory,FALSE,Christopher Flick,foley editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Finding Dory,FALSE,Jack Whittaker,sound effects editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Finding Dory,FALSE,Jacob Riehle,foley editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Finding Dory,FALSE,James Spencer,dialogue editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Finding Dory,FALSE,John Roesch,foley artist,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Finding Dory,FALSE,Jonathan Borland,sound effects editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Finding Dory,FALSE,Ken Fischer,sound effects editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Finding Dory,FALSE,Michael Zainer,music editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Finding Dory,FALSE,Shelley Roden,foley artist,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Finding Dory,FALSE,Steve Slanec,sound editor,TRUE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Finding Dory,FALSE,Tim Nielsen,sound designer,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Kubo and the Two Strings,FALSE,Catherine Harper,foley artist,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Kubo and the Two Strings,FALSE,Clayton Weber,sound effects editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Kubo and the Two Strings,FALSE,Dominick Certo,music editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Kubo and the Two Strings,FALSE,Gregg Barbanell,foley artist,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Kubo and the Two Strings,FALSE,Thomas O'Neil Younkman,sound effects editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Kubo and the Two Strings,FALSE,Tim Chau,sound editor,TRUE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Kubo and the Two Strings,FALSE,Tim Chau,sound designer,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Kubo and the Two Strings,FALSE,Travis Crotts,foley editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Sing,FALSE,Andre Zweers,music editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Sing,FALSE,Cheryl Nardi,dialogue editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Sing,FALSE,Dennis Leonard,sound editor,TRUE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Sing,FALSE,Dominick Certo,music editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Sing,FALSE,Dustin Cawood,sound effects editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Sing,FALSE,Jana Vance,foley artist,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Sing,FALSE,John Roesch,foley artist,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Sing,FALSE,Larry Oatfield,foley editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Sing,FALSE,Luke Dunn Gielmuda,sound effects editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Sing,FALSE,Mac Smith,sound effects editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Sing,FALSE,Michael Connell,music editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Sing,FALSE,Richard Gould,foley editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Sing,FALSE,Ronni Brown,foley editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Sing,FALSE,Shelley Roden,foley artist,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Sing,FALSE,Steve Boeddeker,sound designer,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Sing,FALSE,Zach Martin,foley editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Little Prince,FALSE,Bob Badami,music editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Little Prince,FALSE,Brad Semenoff,dialogue editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Little Prince,FALSE,Catherine Wilson,music editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Little Prince,FALSE,Christopher Barnett,sound editor,TRUE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Little Prince,FALSE,Doug Winningham,foley editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Little Prince,FALSE,Heikki Kossi,foley artist,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Little Prince,FALSE,Jonathan Borland,sound effects editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Little Prince,FALSE,Ken Fischer,sound effects editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Little Prince,FALSE,Tim Nielsen,sound editor,TRUE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Red Turtle,FALSE,Bruno Seznec,sound editor,TRUE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Red Turtle,FALSE,Christine Seznec,dialogue editor,TRUE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Red Turtle,FALSE,Fabien Devillers,music editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Red Turtle,FALSE,Florian Fabre,foley artist,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Red Turtle,FALSE,Matthieu Michaux,sound designer,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",The Red Turtle,FALSE,Sébastien Marquilly,sound editor,TRUE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Zootopia,FALSE,Addison Teague,sound editor,TRUE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Zootopia,FALSE,Christopher Flick,foley editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Zootopia,FALSE,Daniel Laurie,adr editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Zootopia,FALSE,Daniel Waldman,music editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Zootopia,FALSE,Dominick Certo,temp music editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Zootopia,FALSE,Earl Ghaffari,music editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Zootopia,FALSE,Jack Whittaker,sound effects editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Zootopia,FALSE,Jacob Riehle,dialogue editor,TRUE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Zootopia,FALSE,Jeremy Bowker,sound effects editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Zootopia,FALSE,John Roesch,foley artist,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Zootopia,FALSE,Lee Gilmore,sound effects editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Zootopia,FALSE,Ronni Brown,foley artist,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Zootopia,FALSE,Stephen M. Davis,music editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Zootopia,FALSE,Tommy Holmes,temp music editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Animated Feature Film",Zootopia,FALSE,Willard Overstreet,foley editor,FALSE,,
2016,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",The King's Choice,TRUE,Christian Schaanning,sound editor,TRUE,,Norway Sweden Denmark Ireland
2016,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",The King's Choice,TRUE,Christian Schaanning,sound designer,FALSE,,Norway Sweden Denmark Ireland
2016,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",The King's Choice,TRUE,Erlend Hogstad,sound effects editor,FALSE,,Norway Sweden Denmark Ireland
2016,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",The King's Choice,TRUE,Espen Rønning,dialogue editor,FALSE,,Norway Sweden Denmark Ireland
2016,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",The King's Choice,TRUE,Fredrik Dalenfjäll,sound effects editor,FALSE,,Norway Sweden Denmark Ireland
2016,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",The King's Choice,TRUE,Ingela Jönsson,dialogue editor,FALSE,,Norway Sweden Denmark Ireland
2016,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",The King's Choice,TRUE,Jens Johansson,sound effects editor,FALSE,,Norway Sweden Denmark Ireland
2016,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",The King's Choice,TRUE,Lucas Nilsson,foley artist,FALSE,,Norway Sweden Denmark Ireland
2016,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Elle,FALSE,Alexis Place,sound editor,TRUE,,France
2016,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Elle,FALSE,Alexis Place,adr editor,FALSE,,France
2016,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Elle,FALSE,Gwennolé Le Borgne,sound effects editor,FALSE,,France
2016,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Elle,FALSE,Katia Boutin,dialogue,TRUE,,France
2016,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Neruda,FALSE,Hervé Schneid,music editor,FALSE,,Chile
2016,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Neruda,FALSE,Ivo Moraga,sound effects editor,FALSE,,Chile
2016,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Neruda,FALSE,Miguel Hormazábal,sound designer,FALSE,,Chile
2016,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Neruda,FALSE,Miguel Hormazábal,foley artist,FALSE,,Chile
2016,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Neruda,FALSE,Sebastian Esquivel,foley artist,FALSE,,Chile
2016,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Neruda,FALSE,Toño Cubillo,adr editor,FALSE,,Chile
2016,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",The Handmaiden,FALSE,Chul-woo Moon,sound editor,TRUE,,South Korea
2016,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",The Handmaiden,FALSE,Eun-ah Choi,dialogue editor,TRUE,,South Korea
2016,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",The Handmaiden,FALSE,Eun-jung Kim,foley editor,FALSE,,South Korea
2016,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",The Handmaiden,FALSE,Eun-jung Kim,artist,FALSE,,South Korea
2016,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",The Handmaiden,FALSE,Jung-ho Lee,sound effects editor,FALSE,,South Korea
2016,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",The Handmaiden,FALSE,Min-kyung Cho,dialogue editor,FALSE,,South Korea
2016,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",The Handmaiden,FALSE,Suk-won Kim,sound designer,FALSE,,South Korea
2016,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",The Handmaiden,FALSE,Yoon-sung Hong,dialogue editor,FALSE,,South Korea
2016,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Toni Erdmann,FALSE,Fabian Schmidt,sound editor,TRUE,,Germany Austria
2016,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Under the Shadow,FALSE,Alex Joseph,sound designer,FALSE,,United Kingdom Qatar Jordan
2016,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Under the Shadow,FALSE,Alex Outhwaite,sound effects editor,FALSE,,United Kingdom Qatar Jordan
2016,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Under the Shadow,FALSE,Gwilym Perry,foley editor,FALSE,,United Kingdom Qatar Jordan
2016,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Under the Shadow,FALSE,Paula Boram,foley artist,FALSE,,United Kingdom Qatar Jordan
2016,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Under the Shadow,FALSE,Richard Kondal,sound editor,TRUE,,United Kingdom Qatar Jordan
2016,"Sound Effects, Foley, Dialogue and ADR for Foreign Language Feature Film",Under the Shadow,FALSE,Stelios Koupetoris,dialogue editor,FALSE,,United Kingdom Qatar Jordan
2015,Dialogue and ADR for Feature Film,Bridge of Spies,TRUE,Brian Chumney,dialogue editor,TRUE,Sound Editing,
2015,Dialogue and ADR for Feature Film,Bridge of Spies,TRUE,Gary Rydstrom,sound editor,TRUE,Sound Editing,
2015,Dialogue and ADR for Feature Film,Bridge of Spies,TRUE,Richard Hymns,sound editor,TRUE,Sound Editing,
2015,Dialogue and ADR for Feature Film,Bridge of Spies,TRUE,Steve Slanec,adr editor,TRUE,Sound Editing,
2015,Dialogue and ADR for Feature Film,Mad Max: Fury Road,FALSE,Beth Bezzina,adr editor,FALSE,Sound Editing,
2015,Dialogue and ADR for Feature Film,Mad Max: Fury Road,FALSE,Curt Schulkey,adr editor,FALSE,Sound Editing,
2015,Dialogue and ADR for Feature Film,Mad Max: Fury Road,FALSE,Danielle Wiessner,dialogue editor,FALSE,Sound Editing,
2015,Dialogue and ADR for Feature Film,Mad Max: Fury Road,FALSE,Derryn Pasquill,adr editor,FALSE,Sound Editing,
2015,Dialogue and ADR for Feature Film,Mad Max: Fury Road,FALSE,Ines Richter,adr editor,FALSE,Sound Editing,
2015,Dialogue and ADR for Feature Film,Mad Max: Fury Road,FALSE,Kira Roessler,dialogue editor,TRUE,Sound Editing,
2015,Dialogue and ADR for Feature Film,Mad Max: Fury Road,FALSE,Mark Franken,dialogue editor,TRUE,Sound Editing,
2015,Dialogue and ADR for Feature Film,Mad Max: Fury Road,FALSE,Mark Mangini,sound editor,TRUE,Sound Editing,
2015,Dialogue and ADR for Feature Film,Mad Max: Fury Road,FALSE,Mia Stewart,adr editor,FALSE,Sound Editing,
2015,Dialogue and ADR for Feature Film,Mad Max: Fury Road,FALSE,Michael Magill,adr editor,FALSE,Sound Editing,
